FileName,Next 1990,2012 Songbook,2017 Songbook,Tags,Quality,VC Choice,Notes,,,,,
Kilgary_Mountain.mp3,,N,Y,,Fine,Y,,,,,,
Knees_Up_Three_Four_Five.mp3,,N,N,,Bin,N,Alt song,,,,,
Knife_In_The_Window.mp3,,N,N,,Bin,N,Poor quality,,,,,
Kookaburra_(Caitlin_2024-06).mp3,,N,Y,,Fine,Y,From OGVCC,,,,,
The_Lady_And_The_Crocodile_(Rushall_Glee_1997-10).mp3,,N,Y,,Good,Y,,,,,,
Land_On_The_Shore_(Alice_2024-11).mp3,,N,N,,,N,"From Alice"
Larks_They_Sang_Melodious_(01).mp3,,N,Y,,Fine,N,Renamed from Pleasant_And_Delightful_(01).mp3,,,,,
Larks_They_Sang_Melodious_(02).mp3,,N,Y,,Fine,N,Pleasant_And_Delightful_(02).mp3,,,,,
Larks_They_Sang_Melodious_(Barnyard).mp3,,N,Y,,Fine,N,Pleasant_And_Delightful_(Barnyard).mp3,,,,,
Larks_They_Sang_Melodious_(North).mp3,,N,Y,,Good,Y,Pleasant_And_Delightful_(North).mp3,,,,,
Lay_Me_Low_(Postcamps_2024-09).mp3,,N,N,,Fine,N,From OGVCC,,,,,
Leave_Her_Johnny_Leave_Her.mp3,,N,Y,,Fine,Y,,,,,,
Leave_Her_Johnny_Leave_Her_(Putney_Allstars).mp3,,N,Y,,Good,N,Too  bass,,,,,
Leaves_Of_Life_(TNTCI_1990).mp3,Y,N,N,,Good,Y,Potentially the Watersons song,,,,,
Leaves_Of_Life.mp3,,N,N,,Fine,N,,,,,,
The_Leaving_Of_Liverpool_(Stores_2024-12).mp3,,N,N,,,Y,"From Alice"
Lesson_Too_Late_for_the_Learning_(Glee_Camp_2024-10).mp3,,N,Y,,Fine,Y,"From Emily, whatsapp",,,,,
Let_Them_Stay_(Alice_Stores_2024-01).mp3,,N,N,,,Y,"From Simon"
Let_the_Bulgine_Run_(Not_Recorded_Yet).mp3,,N,Y,,,Y,"Delete me"
Let_Your_Little_Light_Shine.mp3,,N,N,,Fine,Y,Bit quiet,,,,,
Lie_Lie_Lie_(Oxford_Glee_2024-06).mp3,,N,Y,,Fine,Y,From OGVCC,,,,,
Life_is_Butter_(Postcamps_2024-09).mp3,,N,Y,,Fine,Y,From OGVCC,,,,,
Lift_Up_Your_Hands.mp3,,N,N,,Fine,N,Alt song,,,,,
Lift_Up_Your_Hands_(Parts).mp3,,N,N,Parts,Fine,N,,,,,,
Lightweight_Dirge_(Rushall_Glee_1997-10).mp3,,N,N,,Good,Y,,,,,,
Linden_Tree.mp3,,N,N,,Good,Y,,,,,,
The_Lion_Sleeps_Tonight.mp3,,N,N,Pop,Bin,N,,,,,,
Little_Goldie_Goldfish.mp3,,N,N,,Fine,Y,,,,,,
Little_Rabbit_Foo-Foo_(Stores_2025-03).mp3,,N,N,,,Y,"IFASCO 2024"
Liverpool_Street_Station.mp3,,N,N,Parts (teaching),Bin,N,Rerecord,,,,,
Logger_Lover_(Polly_and_Becka_2025-02).mp3,,N,N,,,Y,"IFASCO 2024"
Looking_Tward_Heaven.mp3,,N,N,,Good,Y,,,,,,
Looking_Tward_Heaven_(Barnyard).mp3,,N,N,,Fine,N,,,,,,
Lord_Franklin.mp3,,N,N,Solo,Fine,Y,,,,,,
Lord_Of_The_Dance_(Oxford_Glee_2024-04).mp3,,N,Y,,Fine,Y,From OGVCC,,,,,
Lowlands_(Meg_at_Rushall_Glee_1997-10).mp3,,N,Y,Solo + Harmony,Good,N,Down with this sort of thing,,,,,
Lowlands_(FFS).mp3,,N,Y,Different harmony,Good,Y,,,,,,
Magpies_Nest.mp3,,N,N,Solo,Good,Y,*,,,,,
The_Maid_Of_Cullmore.mp3,,N,N,With Guitar,Fine,Y,,,,,,
Maids_When_You're_Young_(Stores_2024-12).mp3,,N,N,,,Y,"From Alice"
Mairi's_Wedding_(Oxford_Glee_2024-10).mp3,,N,Y,,Fine,Y,"From Emily, whatsapp",,,,,
Malleezway_(Unknown).mp3,,N,N,Foreign Language,Fine,N,Alt song,,,,,
Malleezway_(Postcamps_2007-09).mp3,,N,N,Foreign Language,Bin,N,Alt song,,,,,
The_Manchester_Rambler_(Sophie_2024-12).mp3,,N,N,,,Y,"IFASCO 2024"
Martin_Said_To_His_Man.mp3,,N,Y,,Good,Y,*Tudor song bc 'Man in the Moon' = Henry VIII,,,,,
Mary_Don't_You_Weep.mp3,,N,Y,Blues,Bin,N,Blues version,,,,,
Mary_Don't_You_Weep_(Bridges_2023-12).mp3,,N,Y,,Fine,Y,From OGVCC,,,,,
Mary_Ellen_Carter.mp3,,N,N,,Bin,N,,,,,,
Mary_Ellen_Carter_(FFS).mp3,,N,N,,Good,Y,,,,,,
Mathilda_(Theo_Bard).mp3,,N,N,Solo,Bin,N,"Muffled, voices at beginning",,,,,
May_The_Circle_Be_Unbroken.mp3,,N,Y,,Fine,Y,Bit of a dirge,,,,,
May_The_Circle_Be_Unbroken_(Wagon_Band).mp3,,N,Y,,Fine,N,,,,,,
Mercedes_Benz.mp3,Y,N,Y,,Bin,N,Drunk version - Mercedez Benz in Songbook,,,,,
Mercedes_Benz_(02).mp3,Y,N,Y,,Good,Y,,,,,,
Midnight_Special_(Oxford_Glee_2024-02).mp3,,N,Y,,Fine,Y,From OGVCC,,,,,
Milwaulkee_Trucking_Blues_(Not_Recorded_Yet).mp3,,N,Y,,,Y,"Delete me"
Mingulay_Boat_Song_(01).mp3,,N,Y,,Good,Y,,,,,,
Mingulay_Boat_Song_(02).mp3,,N,Y,,Fine,N,"Mellow, uncertain, timid",,,,,
Moccasin_Mile.mp3,,N,Y,Violin,Bin,N,"Too quiet, sounds like its been stolen from a recording",,,,,
Moccasin_Mile_(Hayereyah_2024-12).mp3,,N,Y,,,Y,"IFASCO 2024"
Mole_In_A_Hole_(Oxford_Glee_2024-06).mp3,,N,Y,,Fine,Y,From OGVCC,,,,,
Monkey_Dance_(Not_Recorded_Yet).mp3,,N,N,,,Y,"IFASCO 2024"
Moondance_(Stores_2024-12).mp3,,N,N,,,Y,"From Alice"
Moon_Of_Love.mp3,,N,N,Pop,Good,Y,,,,,,
Moonganga.mp3,,N,N,Foreign Language,Fine,N,,,,,,
Moonganga_(In_The_Crypt).mp3,,N,N,Foreign Language,Good,Y,,,,,,
Morning_Train.mp3,,N,N,,Fine,Y,,,,,,
Move_Along_(Garry_at_Rushall_Glee_1997-10).mp3,,N,N,,Good,Y,,,,,,
Mrs_McGrath_(Hayereyah_2024-12).mp3,,N,Y,,,Y,"IFASCO 2024"
Mushrooms.mp3,,N,N,,Fine,N,Alt song,,,,,
Mushrooms_(Parts).mp3,,N,N,Parts,,N,Alt song,,,,,
My_Baby_Cares_For_Only_Me_(01).mp3,,N,Y,,Fine,N,,,,,,
My_Baby_Cares_For_Only_Me_(02).mp3,,N,Y,,Fine,Y,,,,,,
My_Baby_Cares_For_Only_Me_(Horton_Rd_Vol_1).mp3,,N,N,,Fine,Y,,,,,,
My_Plow_My_Companion_And_Me_(TNTCI_1990).mp3,Y,N,N,,Good,Y,Red River Valley-esque,,,,,
My_Plow_My_Companion_And_Me.mp3,,N,N,,Good,Y,,,,,,
My_Girls_A_Corker_(Oxford_Glee_2024-02).mp3,,N,Y,,Fine,Y,From OGVCC,,,,,
My_Goose_(Glee_Camp_2024-10).mp3,,N,Y,,Fine,Y,"From Emily, whatsapp",,,,,
My_Grandfather's_Clock_(Oxford_Glee_2024-04).mp3,,N,Y,,Fine,Y,From OGVCC,,,,,
My_Husbands_Got_No_Courage_In_Him_(Oxford_Glee_2024-02).mp3,,N,Y,,Fine,Y,From OGVCC,,,,,
My_Johnny_Was_A_Shoemaker.mp3,,N,Y,,Good,Y,Long pause at start,,,,,
My_Johnny_Was_A_Shoemaker_(North).mp3,,N,Y,,Bin,N,,,,,,
My_Sweet_Love_Ain't_Around.mp3,,N,N,,Bin,N,,,,,,
Nan_Awey_(Unknown).mp3,,N,N,Foreign Language,Fine,N,Alt songs,,,,,
Nessie.mp3,,N,N,,Round,N,"Unlcear, a bit rubbish",,,,,
The_Nightingale.mp3,,N,Y,,Good,Y,,,,,,
Nine_Hundred_Miles.mp3,,N,Y,,Fine,N,From OGVCC,,,,,
Nine_Hundred_Miles_(Hayereyah_2024-12).mp3,,N,Y,,,Y,"IFASCO 2024"
No_Man's_Land_(TNTCI_1990).mp3,Y,N,Y,,Fine,Y,,,,,,
No_Man's_Land_(02).mp3,Y,N,Y,,Bin,N,,,,,,
Now_I_Walk_In_Beauty.mp3,,N,N,Round,Good,Y,,,,,,
Numbers_Song.mp3,,N,N,,Bin,N,Alt songs,,,,,
Numbers_Song_(Parts).mp3,,N,N,Parts,Bin,N,Alt songs,,,,,
O_Mali_(Unknown).mp3,,N,N,Foreign Language,Fine,Y,,,,,,
Oak_And_Ash_And_Thorn_(Stable_Singers).mp3,,N,N,Round,Bin,N,Just the chorus over and over again,,,,,
Oak_Of_Old_(Huw_2019-08).mp3,,N,N,,,Y,"IFASCO 2024"
Oh_Lala_Lay_(Unknown).mp3,,N,N,,Fine,Y,"Now the evening fades away, you know the golden sun won't disappear for long'",,,,,
Oh_Lay_Lay_Mali_Ma_Makosi_(01).mp3,,N,N,Foreign Language,Good,Y,Alt songs,,,,,
Oh_Lay_Lay_Mali_Ma_Makosi_(02).mp3,,N,N,Foreign Language,Bin,N,Alt songs,,,,,
Oh_What_A_Beautiful_Morning_(Not_Recorded_Yet).mp3,,N,N,,,Y,"Arise Jan 2024"
Oh_You'll_Never_Go_To_Heaven.mp3,,N,N,,Good,Y,Is this really necessary? As good as it gets tho.,,,,,
Old_Abram_Brown.mp3,,N,Y,Round,Fine,Y,,,,,,
Old_Dun_Cow_(Oxford_Glee_2024-03).mp3,,N,Y,,Fine,Y,From OGVCC,,,,,
Old_Joe_Clark.mp3,Y,N,Y,,Fine,Y,Rerecord - Low quality recording,,,,,
Old_Joe_Clark_(Oxford_Glee_2024-02).mp3,Y,N,Y,,Fine,N,From OGVCC,,,,,
Old_Joe_Clark_(Spoons).mp3,Y,N,Y,,Bin,N,,,,,,
Old_Mother_Lee.mp3,,N,Y,,Good,Y,,,,,,
Once_I_Lived_In_Old_Virginia_(TNTCI_1990).mp3,Y,N,N,,Fine,Y,,,,,,
One_More_Pull_(Oxford_Glee_2024-03).mp3,,N,Y,,Fine,Y,From OGVCC,,,,,
Ooh_Ey_Poochada_(Unknown).mp3,,N,N,Foreign Language,Fine,N,Alt songs,,,,,
Orchestra_Song.mp3,,N,N,,Fine,N,Alt songs,,,,,
Orlando's_Pigs_(Stable_Singers).mp3,,N,N,,Bin,N,Racket at beginning,,,,,
Pace_Egging_Song.mp3,,N,Y,,Good,Y,,,,,,
Paddy_Doyle's_Boots_(In_The_Crypt).mp3,,N,N,,Good,Y,"Both good versions - this slower, can hear harmonies better.",,,,,
Paddy_West_(Stable_Singers).mp3,,N,N,,Bin,N,"Rerecord? Nice song, badly executed.",,,,,
Parting_Glass_(Assington_2024-05).mp3,,N,Y,,Fine,Y,From OGVCC,,,,,
Peace_In_The_Valley.mp3,,N,N,,Fine,N,,,,,,
Penguin_Jamboree_(Not_Recorded_Yet).mp3,,N,N,,,Y,"IFASCO 2024"
Pike's_Peake_(Fiddle).mp3,,N,N,Instrumental,Bin,N,,,,,,
Pink_Parasol_(Putney_Allstars).mp3,,N,N,,Bin,N,,,,,,
Plastic_Jesus_(Putney_Allstars).mp3,,N,N,,Good,Y,,,,,,
Ploughboy.mp3,Y,N,N,,Fine,Y,"""The Brave Ploughboy""",,,,,
Pole_Tax_Song_(Glee_Camp_1991-09).mp3,Y,N,Y,,Fine,Y,Renamed from Poll_Tax_Song.mp3,,,,,
Poor_Boy_(Not_Recorded_Yet).mp3,,N,Y,,,Y,"Delete me"
Poor_Old_Horse.mp3,,N,Y,,Bin,N,*Rerecord - renamed from I_Say_Old_Man.mp3,,,,,
Poor_Old_Man.mp3,,N,Y,,Good,Y,Poor Old Horse,,,,,
Poor_Orphan_Child.mp3,,N,N,,Fine,Y,,,,,,
Poor_Wayfaring_Stranger.mp3,,N,N,,Fine,Y,Rerecord - Sung apparently underground,,,,,
Poor_Wayfaring_Stranger_(Nancy_And_Amy).mp3,,N,N,Duet,Bin,N,,,,,,
Praise_His_Holy_Name_(In_The_Crypt).mp3,,N,N,,Good,Y,,,,,,
Prickle_Eye_Bush.mp3,,N,Y,,Fine,Y,From OGVCC,,,,,
Prickle_Eye_Bush_(Horton_Rd_Vol_2).mp3,,N,Y,,Good,N,Guitar,,,,,
Prickle_Eye_Bush_(02).mp3,,N,Y,,Fine,N,Much slower / A dirge - maybe the aim with this one?,,,,,
Prickle_Eye_Bush_(03).mp3,,N,Y,,Fine,N,"Rerecord - Big cough, but has heart",,,,,
Process_Man_(Rushall_Glee_1997-10).mp3,,N,Y,,Good,Y,,,,,,
Process_Man_(Horton_Rd_Vol_2).mp3,,N,Y,,Bin,N,,,,,,
Queenie.mp3,,N,Y,,Fine,Y,From OGVCC,,,,,
Rainy_Day.mp3,,N,N,Atmospheric,Bin,N,,,,,,
Rattling_Bog_(Caving_2025-02).mp3,,N,N,,,Y,"Caving, Sophie"
Rawhide.mp3,,N,N,,Bin,N,,,,,,
The_Reason_I_Sing_So_Hard.mp3,,N,N,,Bin,N,,,,,,
Recorder_Break.mp3,,N,N,Instrumental,Bin,N,,,,,,
Red_River_Valley.mp3,,N,Y,,Good,Y,Really gorgeous!,,,,,
Red_River_Valley_(Barnyard).mp3,,N,Y,,Fine,N,Yee-haw! Quite fun,,,,,
Reuben's_Train.mp3,,N,N,Solo + Banjo,Good,Y,,,,,,
Rice_(Unknown).mp3,,N,N,Foreign Language,Fine,N,Alt songs,,,,,
Rickety_Tickety_Tin_(Horton_Rd_Vol_1).mp3,,N,Y,,Fine,Y,"Rerecord - Groovy, rockin' version",,,,,
Rise_And_Shine_(Not_Recorded_Yet).mp3,,N,N,,,Y,"Arise Jan 2024"
Donkey_Riding_(Rushall_Glee_1997-10).mp3,,N,N,,Good,Y,Lucy Roberts,,,,,
Princess_Pat.mp3,,N,N,,Fine,Y,As good as it could get,,,,,
Princess_Pat_(Campchiefs_2025-01-26).mp3,,N,N,,,N,"Sophie"
River_O'Joe_(Not_Recorded_Yet).mp3,,N,Y,,,Y,"Delete me"
Road_to_the_Isles_(Not_Recorded_Yet).mp3,,N,Y,,,Y,"Delete me"
Rock_My_Soul.mp3,,N,N,,Fine,Y,Rerecord,,,,,
Rocking_My_Babies_To_Sleep_(TNTCI_1990).mp3,Y,N,Y,,Fine,N,Less soul,,,,,
Roll_The_Old_Chariot_Along_(Putney_Allstars).mp3,,N,N,,Fine,Y,,,,,,
Rolling_In_The_Dew_Makes_The_Milkmaids_Fair.mp3,,N,N,,Fine,Y,,,,,,
Rolling_On_The_Grass.mp3,Y,N,N,Solo,Bin,N,Alt songs,,,,,
Rose_Of_Aberdeen.mp3,,N,N,Solo,Good,Y,Very pretty,,,,,
Rosemary_Lane_(Clem_2024-10).mp3,,N,Y,,Fine,N,From whatsapp,,,,,
Rosemary_Lane.mp3,,N,Y,,Good,Y,Bit slow,,,,,
Rosemary_Lane_(Wagon_Band).mp3,,N,Y,With Guitar,Good,N,"Lil' intro speech, faster",,,,,
Rose_Rose_(Clem_2024-10).mp3,,N,Y,,Fine,Y,From whatsapp,,,,,
Rove_Riley_Rove_(Barnyard).mp3,,N,N,,Bin,N,,,,,,
Rove_Riley_Rove_(Plus_Extras).mp3,,N,N,,Bin,N,,,,,,
Rhythm_And_Syncopation.mp3,,N,N,,Bin,N,Alt songs,,,,,
Sailboat_Malarkey_(Snippet).mp3,,N,N,,Bin,N,Lots of chatter in beginning,,,,,
Sally_Free_And_Easy_(TNTCI_1990).mp3,Y,N,Y,,Fine,N,,,,,,
Sally_Free_And_Easy_(03).mp3,Y,N,Y,,Fine,N,Too slow,,,,,
Sally_Free_And_Easy_(FITM_2024-06).mp3,Y,N,Y,,Fine,Y,From OGVCC,,,,,
Sam_Hall_(London_Glee_2024-02).mp3,,N,Y,,Fine,Y,From OGVCC,,,,,
Sam_Lee's_Hello_Little_Stream_(Stable_Singers).mp3,,N,N,Round,Fine,N,Alt songs,,,,,
San_Francisco_Bay_Blues_(Horton_Rd_Vol_2).mp3,,N,Y,,Fine,Y,Rerecord - Sounds far away. Renamed from San_Franciso_Bay.mp3,,,,,
Sante_Anno_(Not_Recorded_Yet).mp3,,N,Y,,,Y,"Delete me"
Saving_For_Breakfast_(Leeds_Glee_2013-09).mp3,,N,Y,,Bin,N,Recorded quite far away from a church (possibly made of glass),,,,,
See_the_Little_Engines_(Rushall_Glee_1997-10).mp3,,N,Y,Round,Good,Y,Renamed from Little_Engines.mp3,,,,,
Seven_Drunken_Nights_(Not_Recorded_Yet).mp3,,N,Y,,,Y,"Delete me"
Sma_Grodorna_(Emily_and_Vicky_2025-02).mp3,,N,N,,,Y,"IFASCO 2024"
Shallow_Brown_(Leeds_Glee_2013-09).mp3,,N,Y,,Bin,N,Terrible quality,,,,,
Shallow_Brown_(Rushall_Glee_1997-10).mp3,,N,Y,,Good,Y,,,,,,
Shallow_Brown_(Wagon_Band).mp3,,N,Y,Solo,Fine,N,,,,,,
Shawnee_Town_(Rushall_Glee_1997-10).mp3,,N,Y,,Good,Y,,,,,,
She_Is_A_Rum_One.mp3,,N,N,Solo + guitar,Good,Y,,,,,,
Shenandoah.mp3,,N,Y,,Good,N,,,,,,
Shenandoah_(Putney_Allstars).mp3,,N,Y,,Good,Y,Keep both as different harmonies - Lovely Bass!!!! Great Job,,,,,
Shoals_Of_Herring_(Rushall_Glee_1997-10).mp3,,N,Y,,Fine,N,Rerecord - Very tentative. Most timid one yet. Adrian Matthews,,,,,
Shoals_Of_Herring_(Campchiefs_2024-01).mp3,,N,Y,,Fine,N,From OGVCC,,,,,
Shoals_Of_Herring_(London_Glee_2024-02).mp3,,N,Y,,Fine,Y,From OGVCC,,,,,
Shortnin_Bread.mp3,,N,N,,Good,Y,,,,,,
Shtomni_Omi_Lalo_Mali_(Unknown).mp3,,N,N,Foreign Language,Good,N,,,,,,
Shtomni_Omi_Lalo_Mali_(Parts).mp3,,N,N,Parts - Foreign Language,Good,N,Alt songs,,,,,
Shtomni_Omi_Lalo_Mali_(In_The_Crypt).mp3,,N,N,Foreign Language,Good,Y,Alt songs,,,,,
Si_Si_Banaha_(Not_Recorded_Yet).mp3,,N,N,,,Y,"IFASCO 2024"
Sikelele_Africa_(Unknown).mp3,Y,N,N,Foreign Language,Fine,N,Alt songs,,,,,
Silver_Dagger_(01).mp3,,N,N,,Fine,Y,,,,,,
Silver_Dagger_(Jaunty_Ukelele).mp3,,N,N,,Bin,N,Too jaunty,,,,,
Sosban_Fach_(Stores_2025-03).mp3,,N,N,,,Y,"IFASCO 2024"
Sun_Arise_(Not_Recorded_Yet).mp3,,N,N,,,Y,"Arise Jan 2024"
The_Sun_Has_Got_His_Hat_On_(Not_Recorded_Yet).mp3,,N,N,,,Y,"Arise Jan 2024"
We_Will_Sing_Together.mp3,,N,N,Round,Fine,N,Alt songs,,,,,
Sinner_Man_(Putney_Allstars).mp3,,N,Y,,Good,Y,,,,,,
Sixteen_Tons_(Oxford_Glee_2024-03).mp3,,N,Y,,Fine,Y,From OGVCC,,,,,
Sixteen_Tons_(Bellair_Remix).mp3,,N,Y,,Bin,N,Rerecord? - Poor work,,,,,
Sixteen_Tons_(Ed_Leads).mp3,,N,Y,,Fine,N,Rerecord - Too much chit chat at start,,,,,
Siyahamba_(Glee_Camp_2013-06).mp3,,N,N,Foreign Language,Fine,N,Alt songs,,,,,
Siyahamba_(In_The_Crypt).mp3,,N,N,Foreign Language,Fine,N,Alt songs,,,,,
Skye_Boat_Song_(Oxford_Glee_2024-03).mp3,,N,Y,,Fine,Y,From OGVCC,,,,,
Sloop_John_B_(Bridges_2023-12).mp3,,N,Y,,Fine,Y,From OGVCC,,,,,
Snow_Sniffing_Lament_(Oxford_Glee_2024-05).mp3,,N,Y,,Fine,Y,From OGVCC,,,,,
So_What.mp3,,N,N,,Fine,Y,,,,,,
Song_For_Seth.mp3,,N,Y,,Fine,Y,From OGVCC,,,,,
South_Australia_(01).mp3,,N,Y,,Bin,N,,,,,,
South_Australia_(Rushall_Glee_1997-10).mp3,,N,Y,,Fine,N,Jon Boden,,,,,
South_Australia_(03).mp3,,N,Y,,Bin,N,,,,,,
South_Australia_(Campchiefs_2024-01).mp3,,N,Y,,Fine,Y,From OGVCC,,,,,
Stand_By_The_Shore.mp3,,N,N,,Fine,Y,,,,,,
Stanley_And_Dora_(Oxford_Glee_2024-03).mp3,,N,Y,,Fine,Y,From OGVCC,,,,,
Star_Of_The_County_Down_(TNTCI_1990).mp3,Y,N,Y,With guitar,Fine,Y,,,,,,
Star_Of_The_County_Down_(Horton_Rd_Vol_2).mp3,Y,N,Y,With Guitar,Fine,N,,,,,,
Stealin'_(01).mp3,Y,N,N,With Guitar,Fine,N,"Fast-paced, wrong lyrics",,,,,
Stealin'_(Leeds_Glee_2013-09).mp3,Y,N,N,,Fine,N,,,,,,
Stealin'_(Fireside).mp3,Y,N,Y,,Fine,Y,,,,,,
Stealin'_(Skat).mp3,Y,N,Y,Skat,Fine,N,Alt songs,,,,,
Stone_Cold_Dead_in_the_Marketplace_(Not_Recorded_Yet).mp3,,N,Y,,,Y,"Delete me"
Strangest_Dream_(Not_Recorded_Yet).mp3,,N,Y,,,Y,"Delete me"
Streets_Of_London_(Oxford_Glee_2024-05).mp3,,N,Y,,Fine,Y,From OGVCC,,,,,
Swing_Low_Sweet_Chariot_(Oxford_Glee_2024-03).mp3,,N,Y,,Fine,Y,From OGVCC,,,,,
Sweet_Rosey-Anne.mp3,,N,Y,,Bin,Y,Alt songs,,,,,
Swing_Down_Chariot_(Rushall_Glee_1997-10).mp3,,N,N,,Good,Y,Adrian Matthews,,,,,
Take_This_Hammer_(Horton_Rd_Vol_1).mp3,,N,Y,With Guitar,Fine,Y,Rerecord,,,,,
Tall_Trees_That_Reach_The_Sky.mp3,,N,N,,Bin,N,Renamed from Tall_Trees_Warm_Fire_(01).mp3,,,,,
Tall_Trees_Warm_Fire.mp3,,N,Y,,Good,Y,,,,,,
Talkin'_Bout_A_Revolution_(Not_Recorded_Yet).mp3,,N,N,,,Y,"IFASCO 2024"
Teapot_Big_Enough_For_Two_(Not_Recorded_Yet).mp3,,N,N,,,Y,"IFASCO 2024"
That_Was_Before_I_Met_You.mp3,,N,N,,Bin,N,,,,,,
Three_Little_Birds_(Oxford_Glee_2025_01).mp3,,N,N,,,Y,"IFASCO 2024"
There_Ain't_No_Flies_On_Us.mp3,,N,N,,Fine,N,Alt songs,,,,,
There_Is_A_Tavern_In_The_Town_(Assington_2024-05).mp3,,N,Y,,Fine,Y,From OGVCC,,,,,
This_Land_Is_Your_Land_(TNTCI_1990).mp3,Y,N,Y,With Guitar,Good,Y,,,,,,
This_Land_Is_Your_Land_(02).mp3,Y,N,Y,With Guitar,Fine,N,,,,,,
This_Train_Is_Bound_For_Glory.mp3,,N,Y,,Good,Y,,,,,,
Thousands_Or_More_(02).mp3,,N,Y,,Bin,N,Better version above,,,,,
Thousands_Or_More_(01).mp3,Y,N,Y,,Fine,N,Renamed from Sorrows_Away.mp3,,,,,
Thousands_Or_More_(Glee_Camp_2016-06).mp3,,N,Y,,,Y,"From Simon Emmerson Soundcloud"
Thrashing_Machine.mp3,,N,N,,Bin,N,,,,,,
Three_Crows.mp3,,N,N,,Bin,N,TODO Rename capitalising O,,,,,
Three_Is_The_Magic_Number.mp3,,N,N,,Bin,N,,,,,,
Throw_My_Brain_In_A_Hurricane.mp3,,N,N,,Bin,N,,,,,,
Thula_Mama_(Unknown).mp3,,N,N,Foreign Language,Good,Y,Alt songs,,,,,
Tickle_Me_Pink_(Oxford_Glee_2024-02).mp3,,N,Y,,Fine,Y,From OGVCC,,,,,
Today_I_Feel_Older.mp3,,N,N,Round,Fine,N,,,,,,
Tony_Chestnut.mp3,,N,N,,Bin,N,,,,,,
Tower_Of_Strength_(Postcamps_2007-09).mp3,,N,Y,Round,Fine,Y,"Chatting at start. Tower of Strength in Songbook",,,,,
Trees_(FITM_2024-06).mp3,,N,Y,,Fine,Y,From OGVCC,,,,,
Triple_Whammy_(Putney_Allstars).mp3,,N,N,,Good,Y,Sinner Man / Drunken Sailor / Roll the Old Chariot along,,,,,
Troubles_Of_The_World.mp3,,N,N,Round,Good,Y,,,,,,
Tshotsholosa_(Not_Recorded_Yet).mp3,,N,Y,,,Y,"Delete me"
Tu_We_And_Hill_And_Gully_Rider_(Postcamps_2007-09).mp3,,N,Y,,Good,N,Two songs in one file,,,,,
Turkey_Rhubarb.mp3,,N,N,,Fine,Y,Watersons song,,,,,
Um_A_Lay_(Glee_Camp_2007-06).mp3,,N,N,,,N,,,,,,
Um_A_Lay_(Wangs).mp3,,N,N,,Good,N,Alt songs,,,,,
Umkhonto_We_Sizwe_(In_The_Crypt).mp3,,N,N,Foreign Language,Fine,N,Alt songs,,,,,
Uncle_Joe.mp3,Y,N,N,,Fine,Y,,,,,,
Underneath_The_Mango_Tree.mp3,,N,N,,Bin,N,,,,,,
Under_the_Full_Moonlight_(Not_Recorded_Yet).mp3,Y,N,N,,,Y,Delete when recorded,,,,,
Under_the_Lilacs_(Glee_Camp_2024-10).mp3,,N,Y,,Fine,Y,"From Emily, whatsapp",,,,,
Unicorn.mp3,,N,Y,,Fine,Y,,,,,,
Unnecessary_Toil.mp3,,N,N,,Fine,Y,,,,,,
Up_Above_My_Head.mp3,,N,Y,,Fine,N,,,,,,
Up_Above_My_Head_(Field).mp3,,N,Y,,Good,Y,,,,,,
Up_The_Ladder.mp3,,N,Y,,Good,Y,Alt Songs,,,,,
The_Village_Dump.mp3,,N,N,,Bin,N,It's risible',,,,,
Wade_In_The_Water_(Vanessa_2025-01).mp3,,N,Y,,,Y,"Vanessa via Emily"
Wagon_Wheel_(Oxford_Glee_2024-02).mp3,,N,Y,,Fine,Y,From OGVCC,,,,,
The_Water_(Caving_2025-02).mp3,,N,N,,,Y,"Caving,Sophie"
The_Water_(Oxford_Glee_2024-10).mp3,,N,N,,,Y,"IFASCO 2024"
The_Water_Is_Wide.mp3,,N,N,,Fine,N,Rerecord,,,,,
The_Water_Is_Wide_(Oxford_Glee_2024-05).mp3,,N,Y,,Fine,Y,From OGVCC,,,,,
Way_Over_Yonder_In_The_Minor_Key_(With_Criticism).mp3,,N,Y,,Fine,N,Rerecord (there is indeed criticism at end),,,,,
Way_Over_Yonder_In_The_Minor_Key_(Oxford_Glee_2024-04).mp3,,N,Y,,Fine,Y,From OGVCC,,,,,
We're_Coming_Home_(Rain_Soaked_Hippies).mp3,,N,N,,Fine,N,Alt Songs,,,,,
We're_Healing_The_World_(Rain_Soaked_Hippies).mp3,,N,N,,Fine,N,Alt Songs,,,,,
We've_Got_All_The_Love.mp3,,N,N,,Fine,Y,Alt Songs,,,,,
We've_Got_All_The_Love_(Parts).mp3,,N,N,Parts,Fine,Y,Alt Songs,,,,,
We_All_Come_From_The_Goddess_(Rain_Soaked_Hippies).mp3,,N,N,,Fine,N,Alt Songs,,,,,
We_All_Fly_Like_Eagles_(Oxford Glee 2024-05).mp3,,N,Y,,Fine,Y,From OGVCC,,,,,
We_Are_At_One_With_The_Infinite_Sun_(Rain_Soaked_Hippies).mp3,,N,N,Foreign Language,Fine,N,Alt Songs,,,,,
Wedding_Song_(Rushall_Glee_1997-10).mp3,,N,N,Solo + Harmony,Good,Y,Jon Boden,,,,,
Whaling_Song_(Ickaviel).mp3,Y,N,N,,,Y,"Renamed"
What_Will_We_Do_(Pam_and_Bea).mp3,,N,Y,,Good,Y,,,,,,
